,Center,Center Latitude,Center Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,0,40.71711781962659,-73.99203186581606,Wayla,40.7182908437571,-73.99258397519588,Thai Restaurant
1,0,40.71711781962659,-73.99203186581606,MooShoes NYC,40.71786084384097,-73.99037749508857,Shoe Store
2,0,40.71711781962659,-73.99203186581606,Simple,40.71814514203096,-73.99198775758143,Asian Restaurant
3,0,40.71711781962659,-73.99203186581606,CW Pencil Enterprise,40.71758268630868,-73.99066150188446,Paper / Office Supplies Store
4,0,40.71711781962659,-73.99203186581606,Orchard Grocer,40.71784735323789,-73.99035763050085,Vegetarian / Vegan Restaurant
5,0,40.71711781962659,-73.99203186581606,Scarr's Pizza,40.715335008813696,-73.99164900167455,Pizza Place
6,0,40.71711781962659,-73.99203186581606,Cheeky Sandwiches,40.715821,-73.99183,Sandwich Place
7,0,40.71711781962659,-73.99203186581606,Skin Contact,40.717746,-73.990365,Wine Bar
8,0,40.71711781962659,-73.99203186581606,Cafe Katja,40.71772249773717,-73.9904973426323,Austrian Restaurant
9,0,40.71711781962659,-73.99203186581606,H Optics,40.7177568898041,-73.99044147871669,Optical Shop
10,0,40.71711781962659,-73.99203186581606,Attaboy,40.71898117410041,-73.99154017207253,Speakeasy
11,0,40.71711781962659,-73.99203186581606,Las’ Lap,40.717690463104404,-73.99043516357852,Bar
12,0,40.71711781962659,-73.99203186581606,Dudley's,40.718053,-73.990353,Australian Restaurant
13,0,40.71711781962659,-73.99203186581606,Regina's Grocery,40.71545271972335,-73.99162066038105,Sandwich Place
14,0,40.71711781962659,-73.99203186581606,Spicy Village,40.71701,-73.99353,Chinese Restaurant
15,0,40.71711781962659,-73.99203186581606,The Ten Bells,40.71801976652443,-73.9897522330284,Wine Bar
16,0,40.71711781962659,-73.99203186581606,Barrio Chino,40.71806907300437,-73.98997500332688,Mexican Restaurant
17,0,40.71711781962659,-73.99203186581606,Bar Belly,40.71513492837161,-73.99180174375184,Cocktail Bar
18,0,40.71711781962659,-73.99203186581606,The Flower Shop,40.718056988544205,-73.9920596318328,American Restaurant
19,0,40.71711781962659,-73.99203186581606,Partybus Bakeshop,40.715976,-73.989862,Bakery
20,0,40.71711781962659,-73.99203186581606,Empanada Mama,40.71874733345848,-73.99067147009795,Empanada Restaurant
21,0,40.71711781962659,-73.99203186581606,Shu Jiao Fu Zhou Cuisine 潭頭王福州小吃 (Shu Jiao Fu Zhou Cuisine),40.717434,-73.991848,Dumpling Restaurant
22,0,40.71711781962659,-73.99203186581606,Vanessa's Dumpling House,40.718316255518644,-73.99188498001898,Dumpling Restaurant
23,0,40.71711781962659,-73.99203186581606,l'estudio,40.71571997526929,-73.99033245121464,American Restaurant
24,0,40.71711781962659,-73.99203186581606,Soft Swerve Ice Cream,40.718086955112945,-73.991021414639,Ice Cream Shop
25,0,40.71711781962659,-73.99203186581606,Zest Ramen,40.718144622768186,-73.99197844783383,Ramen Restaurant
26,0,40.71711781962659,-73.99203186581606,Petee's Pie Company,40.719087,-73.990862,Pie Shop
27,0,40.71711781962659,-73.99203186581606,Sam's Fried Ice Cream,40.715814082261154,-73.99145645060749,Ice Cream Shop
28,0,40.71711781962659,-73.99203186581606,Metrograph,40.714998539086416,-73.99103539533131,Indie Movie Theater
29,0,40.71711781962659,-73.99203186581606,Wah Fung Number 1 Fast Food 華豐快餐店,40.71727831655619,-73.99417731304892,Chinese Restaurant
30,0,40.71711781962659,-73.99203186581606,Gotham Archery,40.71749853701644,-73.99143013505147,Sports Club
31,0,40.71711781962659,-73.99203186581606,WOON,40.71608055070792,-73.99168134841135,Salon / Barbershop
32,0,40.71711781962659,-73.99203186581606,Chop Suey Club,40.716192,-73.991359,Boutique
33,0,40.71711781962659,-73.99203186581606,Joy's Flowers & Gifts,40.71560293093889,-73.9899371418026,Gift Shop
34,0,40.71711781962659,-73.99203186581606,Factory Tamal,40.71587612490716,-73.99046733643608,Mexican Restaurant
35,0,40.71711781962659,-73.99203186581606,Sunday to Sunday,40.718016,-73.99014,Coffee Shop
36,0,40.71711781962659,-73.99203186581606,Stanley's Pharmacy,40.7157817455398,-73.99054400644904,Pharmacy
37,0,40.71711781962659,-73.99203186581606,Michaeli Bakery,40.71470398399014,-73.99184703826903,Bakery
38,0,40.71711781962659,-73.99203186581606,Mel Bakery,40.71488,-73.991175,Bakery
39,0,40.71711781962659,-73.99203186581606,The Sill,40.716244858728366,-73.99202728744017,Garden Center
40,0,40.71711781962659,-73.99203186581606,99 Favor Taste 99號餐廳,40.71756,-73.99258,Hotpot Restaurant
41,0,40.71711781962659,-73.99203186581606,Moscot,40.718807,-73.989761,Optical Shop
42,0,40.71711781962659,-73.99203186581606,Zest,40.71803583721071,-73.98986733497588,Sushi Restaurant
43,0,40.71711781962659,-73.99203186581606,Sky Ting Yoga,40.715352,-73.992666,Yoga Studio
44,0,40.71711781962659,-73.99203186581606,Tenement Museum,40.718956076914964,-73.98988325614155,History Museum
45,0,40.71711781962659,-73.99203186581606,Gem,40.719176332125755,-73.99272190512065,New American Restaurant
46,0,40.71711781962659,-73.99203186581606,Chinatown Soup,40.71518422476716,-73.99171537302827,Historic Site
47,0,40.71711781962659,-73.99203186581606,Coming Soon,40.714979,-73.991667,Furniture / Home Store
48,0,40.71711781962659,-73.99203186581606,The Pickle Guys,40.716567980864525,-73.9889929963776,Gourmet Shop
49,0,40.71711781962659,-73.99203186581606,Congee Village 粥之家,40.7187354743989,-73.99048776536127,Chinese Restaurant
50,0,40.71711781962659,-73.99203186581606,Kiki's,40.714476082876864,-73.99203609673215,Greek Restaurant
51,0,40.71711781962659,-73.99203186581606,Phở Grand,40.71782396789147,-73.99280072371246,Vietnamese Restaurant
52,0,40.71711781962659,-73.99203186581606,Grand Healing Spa,40.717561317370176,-73.9920106901587,Massage Studio
53,0,40.71711781962659,-73.99203186581606,Reception Bar,40.7163598,-73.9913564,Cocktail Bar
54,0,40.71711781962659,-73.99203186581606,Double Chicken Please,40.719534278094905,-73.99057030677795,Cocktail Bar
55,0,40.71711781962659,-73.99203186581606,Dimes,40.71483045349728,-73.99171854350031,American Restaurant
56,0,40.71711781962659,-73.99203186581606,Dirt Candy,40.717889859794,-73.99101507421003,Vegetarian / Vegan Restaurant
57,0,40.71711781962659,-73.99203186581606,Pacific Aquarium & Pet,40.719723258018995,-73.9914960577259,Pet Store
58,0,40.71711781962659,-73.99203186581606,Cervo's,40.714762540056384,-73.99145547895715,Spanish Restaurant
59,0,40.71711781962659,-73.99203186581606,Douzo,40.719069,-73.990781,Japanese Restaurant
60,0,40.71711781962659,-73.99203186581606,Ling Kee Malaysian Beef Jerky,40.714713,-73.991538,Asian Restaurant
61,0,40.71711781962659,-73.99203186581606,Go Believe Bakery,40.71836557553882,-73.99449033875533,Bakery
62,0,40.71711781962659,-73.99203186581606,Forgtmenot,40.714458761321595,-73.9915463794752,New American Restaurant
63,0,40.71711781962659,-73.99203186581606,Super Taste (百味蘭州拉面) (Super Taste),40.71519757566773,-73.99351118851398,Noodle House
64,0,40.71711781962659,-73.99203186581606,Williamsburg Pizza,40.71830322683665,-73.99104579292138,Pizza Place
65,0,40.71711781962659,-73.99203186581606,Teado,40.71718422928588,-73.9948832988739,Bubble Tea Shop
66,0,40.71711781962659,-73.99203186581606,Doughnut Plant,40.716303,-73.988579,Donut Shop
67,0,40.71711781962659,-73.99203186581606,Nam Son Vietnamese Restaurant,40.718214526047454,-73.99434463491643,Vietnamese Restaurant
68,0,40.71711781962659,-73.99203186581606,Fig. 19,40.71950950480725,-73.9934256420598,Speakeasy
69,0,40.71711781962659,-73.99203186581606,Kossar's Bialys,40.7164,-73.9888,Bagel Shop
70,0,40.71711781962659,-73.99203186581606,North Dumpling,40.71577434202553,-73.98962409427033,Dumpling Restaurant
71,0,40.71711781962659,-73.99203186581606,"Aqua Best Seafood, Inc",40.71784007413109,-73.99283014397935,Fish Market
72,0,40.71711781962659,-73.99203186581606,Little Wayla,40.718337,-73.992693,Thai Restaurant
73,0,40.71711781962659,-73.99203186581606,The Boil,40.719725568161635,-73.99305352157174,Seafood Restaurant
74,0,40.71711781962659,-73.99203186581606,Erin McKenna's Bakery,40.718001452016765,-73.98975509385077,Bakery
75,0,40.71711781962659,-73.99203186581606,Old Man Hustle,40.71616255673685,-73.98935118294928,Bar
76,0,40.71711781962659,-73.99203186581606,Dimes Deli,40.71459195873029,-73.99081729031317,Organic Grocery
77,0,40.71711781962659,-73.99203186581606,Russ & Daughters Café,40.719515,-73.989724,Café
78,0,40.71711781962659,-73.99203186581606,Shabu Shabu Macoron,40.71939420665573,-73.99089185463059,Shabu-Shabu Restaurant
79,0,40.71711781962659,-73.99203186581606,The Commissary,40.715004192130635,-73.99100963130398,American Restaurant
80,0,40.71711781962659,-73.99203186581606,Extra Butter,40.71944317430965,-73.98955176365668,Shoe Store
81,0,40.71711781962659,-73.99203186581606,Yaya Tea Garden,40.71617656047733,-73.99490199219241,Tea Room
82,0,40.71711781962659,-73.99203186581606,Cafe Grumpy,40.71506878269568,-73.98995222774947,Coffee Shop
83,0,40.71711781962659,-73.99203186581606,Little Canal,40.714317,-73.990361,Coffee Shop
84,0,40.71711781962659,-73.99203186581606,Tao Hong Bakery,40.71730722189439,-73.99426253233115,Bakery
85,0,40.71711781962659,-73.99203186581606,Essex Market,40.71802545259831,-73.98824699849924,Food Court
86,0,40.71711781962659,-73.99203186581606,Museum at Eldridge Street,40.714724,-73.993497,Museum
87,0,40.71711781962659,-73.99203186581606,Champion Pizza,40.71919049649514,-73.98884975757942,Pizza Place
88,0,40.71711781962659,-73.99203186581606,Canary Club,40.718779,-73.992499,French Restaurant
89,0,40.71711781962659,-73.99203186581606,Public Village,40.715352,-73.989909,Noodle House
90,0,40.71711781962659,-73.99203186581606,Antler Beer and Wine Dispensary,40.71969482573157,-73.9902510369686,Bar
91,0,40.71711781962659,-73.99203186581606,Joey Bats Cafe,40.71996882192281,-73.99002536853604,Bakery
92,0,40.71711781962659,-73.99203186581606,Good Thanks,40.71965031043434,-73.9894538285545,Café
93,0,40.71711781962659,-73.99203186581606,Regal Essex 14 & RPX,40.71813306291876,-73.98789549033421,Movie Theater
94,0,40.71711781962659,-73.99203186581606,GoGreen Organic Spa,40.717014,-73.995847,Spa
95,0,40.71711781962659,-73.99203186581606,International Center For Photography (ICP),40.718084,-73.988517,Museum
96,0,40.71711781962659,-73.99203186581606,Cocoron,40.720229518846686,-73.99296820163727,Japanese Restaurant
97,0,40.71711781962659,-73.99203186581606,JaJaJa Plantas Mexicana,40.714197627245426,-73.9901568736444,Mexican Restaurant
98,0,40.71711781962659,-73.99203186581606,Sticky Rice,40.71796602327259,-73.99036428348563,Asian Restaurant
99,0,40.71711781962659,-73.99203186581606,Yi Ji Shi Mo Noodle Corp,40.7182541242483,-73.99593030303214,Chinese Restaurant
100,1,40.77759970986768,-73.95124810874653,Schaller & Weber,40.77768033358095,-73.95192930892712,Butcher
101,1,40.77759970986768,-73.95124810874653,City Swiggers,40.777514591474876,-73.95082007552988,Beer Store
102,1,40.77759970986768,-73.95124810874653,Bondurants,40.77711865075638,-73.95204331058143,Bar
103,1,40.77759970986768,-73.95124810874653,Elio's,40.7767829340134,-73.95273640751839,Italian Restaurant
104,1,40.77759970986768,-73.95124810874653,Schaller's Stube Sausage Bar,40.77758765183871,-73.95197452167795,Hot Dog Joint
105,1,40.77759970986768,-73.95124810874653,Caledonia Bar,40.77625399201635,-73.95289944413288,Bar
106,1,40.77759970986768,-73.95124810874653,Van Leeuwen Ice Cream,40.776976,-73.952798,Ice Cream Shop
107,1,40.77759970986768,-73.95124810874653,David's Hair Stylist & Barbershop,40.776989461170814,-73.95360660657553,Salon / Barbershop
108,1,40.77759970986768,-73.95124810874653,Cafe D'Alsace,40.77915220371584,-73.95106941461563,French Restaurant
109,1,40.77759970986768,-73.95124810874653,Heidelberg Restaurant,40.77753193843934,-73.95197880439615,German Restaurant
110,1,40.77759970986768,-73.95124810874653,Yorkshire Wines & Spirits,40.776319048488354,-73.94978617862375,Wine Shop
111,1,40.77759970986768,-73.95124810874653,Maz Mezcal,40.77760379851887,-73.95098240705548,Mexican Restaurant
112,1,40.77759970986768,-73.95124810874653,Nica Trattoria,40.775688458031425,-73.95057000240742,Italian Restaurant
113,1,40.77759970986768,-73.95124810874653,Peng's Noodle Folk,40.77725764842952,-73.94911007213871,Asian Restaurant
114,1,40.77759970986768,-73.95124810874653,Ichiro,40.778901,-73.950843,Japanese Restaurant
115,1,40.77759970986768,-73.95124810874653,Le Grand Triage: Wine & Whiskey,40.777198346497926,-73.94916678009996,Wine Shop
116,1,40.77759970986768,-73.95124810874653,Stella & Fly,40.77846380035534,-73.94828205986073,Coffee Shop
117,1,40.77759970986768,-73.95124810874653,Poke Restaurant,40.77650835249341,-73.95054836908128,Sushi Restaurant
118,1,40.77759970986768,-73.95124810874653,Ryan's Daughter,40.77636184768802,-73.95041416919217,Pub
119,1,40.77759970986768,-73.95124810874653,Equinox East 85th Street,40.778000936515156,-73.95414335182961,Gym / Fitness Center
120,1,40.77759970986768,-73.95124810874653,PQR,40.77706681082764,-73.95235840357438,Pizza Place
121,1,40.77759970986768,-73.95124810874653,Vietnaam,40.77919770424128,-73.95073107424153,Vietnamese Restaurant
122,1,40.77759970986768,-73.95124810874653,83 1/2,40.77520589574406,-73.95123198330161,Italian Restaurant
123,1,40.77759970986768,-73.95124810874653,The Penrose,40.7754438,-73.9531426,Gastropub
124,1,40.77759970986768,-73.95124810874653,Fairway Market,40.77827551735729,-73.9525274407895,Grocery Store
125,1,40.77759970986768,-73.95124810874653,Sang Yuan Body Works,40.776505,-73.954049,Massage Studio
126,1,40.77759970986768,-73.95124810874653,San Matteo Pizza Espresso Bar,40.780383,-73.950125,Pizza Place
127,1,40.77759970986768,-73.95124810874653,Levain Bakery,40.777354,-73.955284,Bakery
128,1,40.77759970986768,-73.95124810874653,Felice 83,40.77486666568879,-73.950868085548,Italian Restaurant
129,1,40.77759970986768,-73.95124810874653,The Supply House,40.7775779,-73.952268,Bar
130,1,40.77759970986768,-73.95124810874653,Rumble,40.77782557215498,-73.95477307283355,Gym / Fitness Center
131,1,40.77759970986768,-73.95124810874653,PuTawn Local Thai Kitchen,40.77459861106953,-73.95104174611885,Thai Restaurant
132,1,40.77759970986768,-73.95124810874653,SoulCycle East 83rd,40.77699051498346,-73.95532907885685,Cycle Studio
133,1,40.77759970986768,-73.95124810874653,Brandy's Piano Bar,40.77694288534987,-73.95353593196685,Piano Bar
134,1,40.77759970986768,-73.95124810874653,Juice Generation,40.77742324433802,-73.9552415907383,Juice Bar
135,1,40.77759970986768,-73.95124810874653,sweetgreen,40.77801187563488,-73.954891682209,Salad Place
136,1,40.77759970986768,-73.95124810874653,Ashoka on 2nd Avenue,40.779918,-73.950142,Indian Restaurant
137,1,40.77759970986768,-73.95124810874653,Shake Shack,40.77909852079875,-73.9546857141302,Burger Joint
138,1,40.77759970986768,-73.95124810874653,Taco Bell,40.776416,-73.952753,Taco Place
139,1,40.77759970986768,-73.95124810874653,Ulta Beauty,40.7787777,-73.9544491,Cosmetics Shop
140,1,40.77759970986768,-73.95124810874653,Bua Thai Ramen & Robata Grill,40.77635,-73.95308,Thai Restaurant
141,1,40.77759970986768,-73.95124810874653,AOC East,40.77483845717926,-73.95083738094806,Wine Bar
142,1,40.77759970986768,-73.95124810874653,Little Frog,40.77747610699544,-73.9508323752662,Bistro
143,1,40.77759970986768,-73.95124810874653,GNC,40.77741095404914,-73.9521074025226,Supplement Shop
144,1,40.77759970986768,-73.95124810874653,Conmigo,40.777759891371495,-73.94876442340068,Mexican Restaurant
145,1,40.77759970986768,-73.95124810874653,European Wax Center,40.774382937019936,-73.95125968388328,Health & Beauty Service
146,1,40.77759970986768,-73.95124810874653,Milano Market,40.780712,-73.952776,Gourmet Shop
147,1,40.77759970986768,-73.95124810874653,Athleta,40.778455,-73.953952,Women's Store
148,1,40.77759970986768,-73.95124810874653,Tal Bagels,40.77743578787131,-73.95046600614467,Bagel Shop
149,1,40.77759970986768,-73.95124810874653,Y7 – Upper East Side,40.77649461350271,-73.95559351310052,Yoga Studio
150,1,40.77759970986768,-73.95124810874653,Pho Shop,40.77866925705594,-73.94811064915139,Vietnamese Restaurant
151,1,40.77759970986768,-73.95124810874653,Heyday,40.776403,-73.955362,Spa
152,1,40.77759970986768,-73.95124810874653,Bareburger,40.77776399957451,-73.94903864903887,Burger Joint
153,1,40.77759970986768,-73.95124810874653,Juice Press,40.77714955178238,-73.95528852939606,Juice Bar
154,1,40.77759970986768,-73.95124810874653,Whole Foods Market,40.779668027961236,-73.9531079662105,Grocery Store
155,1,40.77759970986768,-73.95124810874653,Anita Gelato,40.774843,-73.954239,Ice Cream Shop
156,1,40.77759970986768,-73.95124810874653,Moving Strength TRX/Pilates Studio,40.774547019372655,-73.95186601526352,Gym
157,1,40.77759970986768,-73.95124810874653,Birch Coffee,40.78027488527474,-73.95344462760507,Coffee Shop
158,1,40.77759970986768,-73.95124810874653,Mister Wright Fine Wine & Spirits,40.78102895851267,-73.95225990847129,Wine Shop
159,1,40.77759970986768,-73.95124810874653,Five Mile Stone,40.77724623519559,-73.95218284225118,Bar
160,1,40.77759970986768,-73.95124810874653,Groomingdales,40.77449332955516,-73.95179162673162,Pet Store
